017
num-fields|64
id|int32
image_x|int32
image_y|int32
image_w|int32
image_h|int32
src_x|int32
src_y|int32
src_image|int32
cal_image|int32
ppc|int32
camera|int32
cal_const|double
fringe_size|double
sphere_count|int32
raw_sphere_volume|double
raw_sphere_complement|double
raw_sphere_unknown|double
raw_area|double
raw_feret_max|double
raw_feret_min|double
raw_feret_mean|double
raw_perimeter|double
raw_convex_perimeter|double
raw_legendre_major|double
raw_legendre_minor|double
abd_area|double
abd_diameter|double
length|double
width|double
esd_diameter|double
perimeter|double
convex_perimeter|double
intensity|double
sigma_intensity|double
sum_intensity|double
compactness|double
elongation|double
roughness|double
edge_gradient|double
elapsed_time|double
circle_fit|double
symmetry|double
circularity_hu|double
intensity_calimage|double
raw_convex_hull_area|double
raw_filled_area|double
filled_area|double
feret_max_angle|double
feret_min_angle|double
avg_red|double
avg_green|double
avg_blue|double
ch1_peak|double
ch1_width|double
ch1_area|double
ch2_peak|double
ch2_width|double
ch2_area|double
ch3_peak|double
ch3_width|double
ch3_area|double
timestamp|timestamp
collage_file|string
image_id|guid
2974|1145|747|56|34|103|677|7457|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|580.0000|48.0000|20.0000|35.9722|127.7401|109.6305|50.6536|16.1496|122.9106|12.5098|23.9989|8.5513|17.3632|70.4742|58.0005|130.2052|30.4305|75519.0000|2.1824|4.6406|1.2151|80.5536|374.1520|0.1939|0.3834|0.5360|0.0000|669.0000|595.0000|126.7250|-20.0000|65.0000|121.2000|132.9931|139.5086|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:37.816|416_Station40_09012015_10x_000025.tif|03CE2D33-7BC5-4971-A624-C355E8703DC1
2975|1203|747|21|61|537|0|7463|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|499.0000|56.0000|11.0000|39.4167|124.9706|120.6992|58.6115|11.2768|102.4924|11.4235|28.4126|3.5860|19.2635|68.9463|64.1071|138.7996|27.8576|69261.0000|2.4906|5.6474|1.0755|90.9500|374.4490|0.0325|0.7982|0.3567|0.0000|481.0000|499.0000|102.4924|-85.0000|0.0000|131.9319|141.2184|144.3527|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.117|416_Station40_09012015_10x_000025.tif|E7DE4D42-24F8-490A-943C-C5B9EF8A94DD
2976|1226|747|25|24|1202|313|7464|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|151.0000|16.0000|13.0000|14.4722|43.4558|42.3132|14.7859|13.0397|20.9692|5.1671|6.3445|4.6894|5.5017|23.9746|20.8615|108.9603|35.8161|16453.0000|1.0000|1.0000|1.1492|145.3889|374.4960|0.9109|0.8881|0.9894|0.0000|135.5000|151.0000|20.9692|55.0000|-45.0000|104.6424|109.0795|119.8146|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.167|416_Station40_09012015_10x_000025.tif|0DAE14CC-BA7B-4067-ACCB-E7FFFAF93A02
2977|0|877|64|26|403|0|7464|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|427.0000|55.0000|19.0000|41.1667|200.4264|126.1180|54.0669|21.2919|84.6423|10.3812|27.8608|7.9996|20.2290|110.5752|67.0966|132.3888|26.4659|56530.0000|7.4864|21.4726|1.6480|62.7021|374.4960|0.0872|0.3260|0.3220|0.0000|735.0000|427.0000|84.6423|-10.0000|-85.0000|139.3888|129.6674|128.2693|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.167|416_Station40_09012015_10x_000025.tif|9671A950-290E-4773-BE03-E3621B3A7D20
2978|66|877|26|26|439|210|7467|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|182.0000|18.0000|15.0000|16.1944|50.6274|47.7670|16.4083|14.2914|27.4854|5.9157|7.4479|5.7928|6.4518|27.9311|23.8704|143.1429|38.0942|26052.0000|1.1207|1.0000|1.1701|85.0455|374.6520|0.8757|0.8082|0.9788|0.0000|172.0000|182.0000|27.4854|30.0000|-80.0000|142.7912|143.5879|141.5330|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.318|416_Station40_09012015_10x_000025.tif|D48C7492-C7D7-42BE-9CF2-4EF28E203497
2979|94|877|32|31|590|752|7474|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|268.0000|25.0000|14.0000|20.9444|68.5269|63.0712|26.4391|13.6790|46.6698|7.7086|11.3098|5.2411|9.0724|37.8063|32.3137|149.3358|8.2003|40022.0000|1.3944|1.8358|1.1700|46.6780|374.9950|0.5687|0.8750|0.7701|0.0000|277.5000|268.0000|46.6698|35.0000|-50.0000|148.6978|148.4254|155.5933|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.668|416_Station40_09012015_10x_000025.tif|7412F022-0CA1-40B1-BA71-00FBB32CB4A0
2980|128|877|24|27|1037|707|7475|1|2|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|76.0000|18.0000|10.0000|14.9167|58.6274|44.0201|17.9280|9.4487|6.8091|2.9444|7.4479|3.0343|5.7469|32.3447|21.8032|164.9737|26.0611|12538.0000|3.5990|9.1978|1.4835|51.6154|375.0420|0.5491|0.4850|0.4712|0.0000|124.5000|76.0000|6.8091|-80.0000|20.0000|174.3947|160.3684|164.1447|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.716|416_Station40_09012015_10x_000025.tif|39A4B2B2-1D92-4F3C-A0C3-7A4CAF10964D
2981|154|877|29|25|896|606|7475|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|156.0000|19.0000|14.0000|17.1111|60.6274|50.8253|17.7021|12.4577|22.0012|5.2927|7.9996|5.2411|6.9575|33.4481|25.5577|146.6410|20.5314|22876.0000|1.8750|3.6138|1.3087|83.6481|375.0420|0.7177|0.6502|0.8478|0.0000|176.0000|156.0000|22.0012|0.0000|-85.0000|160.5385|140.5641|141.4487|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.716|416_Station40_09012015_10x_000025.tif|5448CF7B-3549-4F80-9F79-BFC9DAFAC1E4
2982|185|877|104|51|1146|482|7476|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|1111.0000|99.0000|20.0000|67.4167|243.1371|208.6820|106.5535|15.4517|262.0801|18.2672|52.1356|8.5513|34.7111|134.1387|112.6472|113.2259|46.7269|125794.0000|4.2343|11.2132|1.1908|112.7143|375.1040|0.0000|0.3413|0.2441|0.0000|1405.0000|1111.0000|262.0801|20.0000|-70.0000|104.1314|116.0180|122.6436|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.769|416_Station40_09012015_10x_000025.tif|54CD54EF-60B2-4747-A40C-08B315F5AB82
2983|291|877|25|32|1104|467|7477|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|221.0000|23.0000|15.0000|18.9444|61.7990|56.3879|21.9090|13.6600|36.0170|6.7719|10.2065|5.7928|7.9690|34.0945|28.6265|127.4842|25.8885|28174.0000|1.3752|1.7483|1.1910|57.8750|375.1510|0.6664|0.4974|0.8442|0.0000|220.5000|221.0000|36.0170|-75.0000|0.0000|131.4796|124.8326|130.4299|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.819|416_Station40_09012015_10x_000025.tif|C57ADF46-3F82-4A27-96A1-4BC7F8D42F10
2984|318|877|25|22|308|131|7477|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|147.0000|16.0000|12.0000|14.4722|42.9706|41.8931|15.1327|12.4039|20.1495|5.0651|6.3445|4.1377|5.5017|23.7069|20.6298|134.8367|26.9436|19821.0000|1.0000|1.0000|1.1492|88.5000|375.1510|0.8737|0.7459|0.9777|0.0000|131.0000|147.0000|20.1495|5.0000|-90.0000|130.1769|135.8844|141.5918|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.819|416_Station40_09012015_10x_000025.tif|714A3946-F8D0-4E24-B9D4-9A7445CF2ADE
2985|345|877|37|56|337|113|7477|1|2|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|521.0000|48.0000|21.0000|35.8611|143.9828|109.4349|51.8249|17.9897|108.0060|11.7268|23.9989|9.1030|17.3019|79.4353|57.8926|134.2188|26.5712|69928.0000|3.1665|7.8198|1.3721|97.4803|375.1510|0.1040|0.2477|0.4408|0.0000|714.0000|521.0000|108.0060|-70.0000|25.0000|130.5221|134.6296|141.6468|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:38.819|416_Station40_09012015_10x_000025.tif|318B1D88-CD4A-4BD8-9C42-0E720422B572
2986|384|877|40|22|775|95|7488|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|245.0000|30.0000|12.0000|22.5556|76.6274|67.5857|29.8893|10.8346|41.4128|7.2614|14.0683|4.1377|9.9612|42.2753|34.8044|145.6857|37.9403|35693.0000|1.9072|3.7230|1.2147|64.3286|375.6970|0.4485|0.7593|0.6172|0.0000|248.0000|245.0000|41.4128|0.0000|-90.0000|148.2163|143.9224|148.2245|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:39.367|416_Station40_09012015_10x_000025.tif|049AD07D-04E3-49FB-AFCE-B6A365DE82C9
2987|426|877|24|23|1253|807|7495|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|143.0000|16.0000|13.0000|14.0833|43.5563|41.2793|14.3542|12.7274|19.3352|4.9617|6.3445|4.6894|5.2871|24.0300|20.2911|126.0979|15.3920|18032.0000|1.0557|1.0000|1.1843|79.5128|376.0560|0.9100|0.8217|0.9895|0.0000|130.0000|143.0000|19.3352|-35.0000|-90.0000|132.4895|122.3986|128.3217|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:39.718|416_Station40_09012015_10x_000025.tif|F13B7970-6843-4676-B6B2-F7E322DD5A5F
2988|452|877|24|25|749|863|7504|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|167.0000|16.0000|14.0000|15.1667|45.2132|44.1443|15.2982|13.8860|24.2984|5.5622|6.3445|5.2411|5.8848|24.9441|21.8718|134.7725|32.0816|22507.0000|1.0000|1.0000|1.1405|104.1282|376.5080|0.9279|0.9141|0.9963|0.0000|149.5000|167.0000|24.2984|-80.0000|0.0000|135.2814|133.1976|141.5868|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:40.168|416_Station40_09012015_10x_000025.tif|831EFE44-673C-4895-924A-CE088E54FC0A
2989|478|877|37|43|457|340|7505|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|415.0000|38.0000|20.0000|29.6667|120.3259|89.5915|38.0303|17.5039|81.6998|10.1992|18.4819|8.5513|13.8844|66.3838|46.9450|155.8386|28.1850|64673.0000|2.6982|6.3185|1.4141|62.0952|376.5550|0.3207|0.2409|0.6204|0.0000|521.0000|427.0000|84.6423|-60.0000|35.0000|152.6651|156.4313|161.0554|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:40.218|416_Station40_09012015_10x_000025.tif|92CD2EEB-3A68-4DD0-BAAB-8FD6BC6C6699
2990|517|877|26|29|15|843|7511|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|182.0000|21.0000|13.0000|17.4167|57.6985|51.8600|19.9062|12.6982|27.4854|5.9157|9.1030|4.6894|7.1261|31.8323|26.1285|135.0879|15.8940|24586.0000|1.3870|1.8028|1.2183|58.2041|376.8510|0.7073|0.5488|0.8724|0.0000|187.5000|191.0000|29.4247|-65.0000|35.0000|137.4066|133.6758|136.3297|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:40.517|416_Station40_09012015_10x_000025.tif|33034F15-823D-4534-9622-244CA54C7007
2991|545|877|25|25|291|156|7514|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|161.0000|16.0000|14.0000|15.0833|46.0416|44.1759|14.7393|14.0280|23.0409|5.4163|6.3445|5.2411|5.8388|25.4012|21.8892|155.7081|31.2041|25069.0000|1.0478|1.0000|1.1604|49.9744|376.9920|0.8991|0.8598|0.9902|0.0000|148.0000|161.0000|23.0409|20.0000|45.0000|157.7640|153.9876|159.1242|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:40.666|416_Station40_09012015_10x_000025.tif|E5A7CB53-C6A1-4086-A301-A415D5B48EDD
2992|572|877|26|22|964|853|7517|1|2|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|78.0000|16.0000|11.0000|13.6944|59.2132|39.8296|15.4245|12.2514|7.1411|3.0154|6.3445|3.5860|5.0726|32.6679|19.4913|150.9487|3.4600|11774.0000|3.5771|9.1283|1.6760|25.3396|377.1480|0.6749|0.3957|0.5119|0.0000|111.0000|78.0000|7.1411|10.0000|-90.0000|159.5513|146.5385|151.3590|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:40.817|416_Station40_09012015_10x_000025.tif|4B87F6FD-6676-47BA-B11D-3B4C9211EA2E
2993|600|877|19|30|0|469|7520|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|187.0000|21.0000|13.0000|17.3333|55.7990|51.3242|19.5901|12.4587|28.5604|6.0303|9.1030|4.6894|7.0801|30.7843|25.8329|95.2727|32.3005|17816.0000|1.3250|1.4924|1.1917|75.9800|377.3040|0.7266|0.8007|0.8835|0.0000|176.0000|187.0000|28.5604|60.0000|0.0000|96.9893|93.6310|99.3690|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:40.968|416_Station40_09012015_10x_000025.tif|D64593E6-83B1-4EB0-A861-2CB09362A1B6
2994|621|877|24|23|234|645|7521|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|147.0000|15.0000|13.0000|14.0833|42.3848|41.4203|14.4062|12.9819|20.1495|5.0651|5.7928|4.6894|5.2871|23.3837|20.3689|136.5102|26.4985|20067.0000|1.0000|1.0000|1.1480|95.1081|377.3500|0.9241|0.9652|0.9954|0.0000|130.5000|147.0000|20.1495|-60.0000|-90.0000|136.3946|136.4354|137.2993|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:41.020|416_Station40_09012015_10x_000025.tif|D3DB91D5-748C-4878-8436-C3B6B76053DD
2995|647|877|24|23|1189|758|7526|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|136.0000|15.0000|12.0000|14.0278|43.5563|41.2025|14.3485|12.3571|17.9241|4.7772|5.7928|4.1377|5.2565|24.0300|20.2487|136.2721|45.8797|18533.0000|1.1101|1.0000|1.1867|100.4359|377.6000|0.8563|0.7495|0.9658|0.0000|124.5000|136.0000|17.9241|15.0000|-85.0000|141.5735|134.7059|130.4559|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:41.268|416_Station40_09012015_10x_000025.tif|5A2DCA9F-6BF8-4A6C-8795-83CFCFA5B7D6
2996|673|877|27|27|784|922|7531|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|208.0000|18.0000|16.0000|17.3056|52.8701|50.8200|16.9637|15.7110|33.1377|6.4956|7.4479|6.3445|7.0648|29.1684|25.5547|161.8462|26.7956|33664.0000|1.0694|1.0000|1.1414|45.4444|377.8500|0.9102|0.8567|0.9908|0.0000|195.0000|208.0000|33.1377|5.0000|-45.0000|168.2067|159.0385|159.6538|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:41.520|416_Station40_09012015_10x_000025.tif|95367465-381C-47DE-8F09-392A9D263E58
2997|702|877|27|26|1001|313|7533|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|203.0000|18.0000|16.0000|16.6667|50.8701|49.1780|16.7611|15.4749|32.0393|6.3870|7.4479|6.3445|6.7124|28.0650|24.6488|130.7980|13.4583|26552.0000|1.0144|1.0000|1.1386|56.0698|377.9590|0.9193|0.9014|0.9933|0.0000|187.5000|203.0000|32.0393|20.0000|-90.0000|130.0049|130.0591|136.3498|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:41.619|416_Station40_09012015_10x_000025.tif|B23D5A07-DD57-44B6-9FC5-7F860CF44026
2998|731|877|41|44|53|246|7534|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|669.0000|35.0000|30.0000|32.5278|109.4975|99.0053|32.7598|29.1572|145.6740|13.6190|16.8269|14.0683|15.4629|60.4098|52.1386|143.3064|24.9289|95872.0000|1.2824|1.1847|1.1586|28.3158|378.0060|0.8496|0.8067|0.9850|0.0000|753.5000|744.0000|165.0757|-85.0000|-20.0000|139.7892|144.1151|148.4888|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:41.670|416_Station40_09012015_10x_000025.tif|22D092F0-213E-4848-89B7-C24A1160E084
2999|774|877|28|35|0|54|7534|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|380.0000|26.0000|21.0000|23.6667|75.9411|70.9764|24.3523|20.5591|73.1781|9.6526|11.8615|9.1030|10.5742|41.8967|36.6750|121.2684|15.8668|46082.0000|1.1798|1.0000|1.1424|54.8485|378.0060|0.8461|0.8114|0.9753|0.0000|379.0000|389.0000|75.3603|65.0000|0.0000|111.8632|123.8105|132.8632|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:41.670|416_Station40_09012015_10x_000025.tif|79F9037E-F13C-499D-A120-C223AC15C478
3000|804|877|23|25|1009|607|7536|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|153.0000|16.0000|13.0000|14.6667|44.3848|43.0156|15.2488|12.8458|21.3810|5.2176|6.3445|4.6894|5.6089|24.4871|21.2491|150.3987|31.5680|23011.0000|1.0246|1.0000|1.1524|60.1795|378.0990|0.8805|0.8691|0.9801|0.0000|138.5000|153.0000|21.3810|-85.0000|0.0000|155.5817|147.3987|152.0327|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:41.768|416_Station40_09012015_10x_000025.tif|24AC4BEF-E6C1-4DAB-8F0F-856F1A287509
3001|829|877|26|27|1247|871|7540|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|212.0000|18.0000|16.0000|17.0833|52.6274|50.6816|17.1342|15.8528|34.0202|6.5815|7.4479|6.3445|6.9422|29.0345|25.4784|146.7925|33.9626|31120.0000|1.0396|1.0000|1.1396|61.5870|378.3020|0.8932|0.8361|0.9908|0.0000|196.0000|212.0000|34.0202|-85.0000|0.0000|158.6226|141.1604|144.8349|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:41.968|416_Station40_09012015_10x_000025.tif|5C516C25-140A-4605-B0EA-585286819FB5
3002|857|877|27|31|787|179|7540|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|250.0000|22.0000|16.0000|19.0000|61.4558|56.5900|20.5634|15.6092|42.5489|7.3604|9.6547|6.3445|7.9996|33.9052|28.7381|135.3920|8.6440|33848.0000|1.2022|1.0000|1.1798|36.7963|378.3020|0.8162|0.8294|0.9552|0.0000|240.5000|250.0000|42.5489|-80.0000|10.0000|133.0200|135.2920|142.0520|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:41.968|416_Station40_09012015_10x_000025.tif|0199C110-481A-4B5A-B8ED-0C1C54DEEF82
3003|886|877|24|35|732|451|7542|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|181.0000|27.0000|14.0000|20.5833|69.1127|61.1525|22.4341|13.0529|27.2711|5.8926|12.4133|5.2411|8.8732|38.1295|31.2552|146.4365|5.8350|26505.0000|1.8363|3.4816|1.2199|30.9000|378.3960|0.5158|0.2500|0.7825|0.0000|222.5000|207.0000|32.9176|-75.0000|0.0000|149.0387|144.7901|148.3149|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:42.070|416_Station40_09012015_10x_000025.tif|33D4108E-D42D-46A8-B983-EE50B47B4648
3004|912|877|37|32|36|900|7547|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|333.0000|28.0000|21.0000|24.5000|80.7696|73.8393|26.2865|19.8843|61.8958|8.8774|12.9650|9.1030|11.0340|44.5606|38.2545|142.9610|4.9691|47606.0000|1.2755|1.0885|1.1648|31.4429|378.6450|0.7845|0.8040|0.9540|0.0000|403.5000|407.0000|79.7438|10.0000|-80.0000|143.9249|142.3694|143.8378|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:42.318|416_Station40_09012015_10x_000025.tif|24279450-8D4E-4C6A-8E05-480C3483036B
3005|951|877|38|22|592|408|7559|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|157.0000|28.0000|9.0000|20.5556|66.8701|61.8121|31.1168|6.7266|22.2085|5.3176|12.9650|2.4827|8.8579|36.8922|31.6191|143.2102|9.7242|22484.0000|2.2665|4.9170|1.1668|69.3051|379.2540|0.3077|0.6989|0.3945|0.0000|163.5000|157.0000|22.2085|0.0000|-80.0000|149.0955|141.1083|138.5987|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:42.918|416_Station40_09012015_10x_000025.tif|51F77078-8F3A-4597-9064-DB615EFC5753
3006|991|877|22|25|846|61|7559|1|2|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|60.0000|15.0000|12.0000|13.8056|62.6274|40.1104|15.5984|14.3848|4.5656|2.4110|5.7928|4.1377|5.1339|34.5515|19.6463|145.6833|3.1911|8741.0000|5.2020|14.2724|1.7587|15.4286|379.2540|0.8030|0.7562|0.3394|0.0000|116.0000|60.0000|4.5656|-85.0000|0.0000|150.8333|143.4333|143.8667|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:42.918|416_Station40_09012015_10x_000025.tif|02667CCE-6AD4-44F1-B61D-E6497D6DDC00
3007|1015|877|32|33|114|116|7564|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|375.0000|27.0000|22.0000|24.1111|79.1127|72.7888|24.0951|21.2088|71.9686|9.5725|12.4133|9.6547|10.8195|43.6465|37.6749|123.7547|34.4926|46408.0000|1.3282|1.5105|1.1585|90.2429|379.5030|0.7465|0.6168|0.9268|0.0000|380.0000|375.0000|71.9686|-55.0000|0.0000|116.4960|125.5787|133.2373|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:43.168|416_Station40_09012015_10x_000025.tif|01D1A3A7-627D-4D35-BC2A-10801A8E4064
3008|1049|877|30|28|74|924|7568|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|247.0000|23.0000|16.0000|19.1944|60.2843|57.1734|21.0924|15.1026|41.8668|7.3011|10.2065|6.3445|8.1069|33.2588|29.0599|137.4453|9.5847|33949.0000|1.1708|1.0000|1.1445|32.2885|379.7060|0.7818|0.8314|0.9346|0.0000|237.0000|247.0000|41.8668|25.0000|-80.0000|139.0405|136.1619|139.8016|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:43.368|416_Station40_09012015_10x_000025.tif|AF206124-B7F5-409B-8774-E06CA5543DD5
3009|1081|877|24|25|321|266|7574|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|163.0000|16.0000|14.0000|14.9444|45.2132|43.7347|14.9606|13.8777|23.4589|5.4652|6.3445|5.2411|5.7622|24.9441|21.6458|134.7178|35.8548|21959.0000|1.0000|1.0000|1.1524|108.5641|380.0020|0.9309|0.9151|0.9968|0.0000|148.0000|163.0000|23.4589|-50.0000|0.0000|131.9816|134.4785|143.4417|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:43.668|416_Station40_09012015_10x_000025.tif|34818A9E-D0F5-4BFC-B9F6-F155D0C2EC1D
3010|1107|877|22|25|73|871|7576|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|145.0000|16.0000|12.0000|14.6111|44.1421|42.9603|15.7694|12.4629|19.7416|5.0136|6.3445|4.1377|5.5783|24.3532|21.2185|125.0690|15.3388|18135.0000|1.0069|1.0000|1.1477|88.1000|380.0960|0.8615|0.9724|0.9707|0.0000|137.0000|154.0000|21.5874|-75.0000|0.0000|125.9034|124.0345|128.1448|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:43.768|416_Station40_09012015_10x_000025.tif|88BBEE2E-604A-4CC3-9678-886047368A52
3011|1131|877|33|30|16|227|7576|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|154.0000|27.0000|10.0000|20.4444|68.0833|60.8502|26.6913|9.7769|21.5874|5.2427|12.4133|3.0343|8.7965|37.5615|31.0884|135.5000|7.6194|20867.0000|1.9212|3.7704|1.2082|44.4259|380.0960|0.4675|0.5346|0.6051|0.0000|191.5000|192.0000|29.6414|-55.0000|45.0000|132.1429|135.8701|142.2597|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:43.768|416_Station40_09012015_10x_000025.tif|232EE5A0-2C21-4A02-A03A-C4F26BAE10D1
3012|1166|877|36|46|857|18|7585|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|496.0000|39.0000|16.0000|30.6944|100.6690|93.5188|41.3116|15.9034|101.7425|11.3817|19.0336|6.3445|14.4515|55.5391|49.1117|112.6190|43.4379|55859.0000|1.6259|2.7435|1.1309|136.8736|380.5480|0.3685|0.7415|0.6446|0.0000|506.0000|496.0000|101.7425|50.0000|-25.0000|101.0363|116.2379|124.2621|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:44.220|416_Station40_09012015_10x_000025.tif|F720D687-9830-4E3E-A4AD-C97FF892C53B
3013|1204|877|30|32|1206|332|7586|1|1|0|0.5517|4.5000|0|0.0000|0.0000|0.0000|294.0000|23.0000|18.0000|20.8889|68.2843|62.2674|22.6760|16.7007|52.7002|8.1915|10.2065|7.4479|9.0418|37.6724|31.8703|103.2381|34.3021|30352.0000|1.2621|1.0000|1.1821|126.3333|380.5950|0.7806|0.8837|0.9440|0.0000|294.0000|294.0000|52.7002|-80.0000|25.0000|93.4218|105.4116|117.9116|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|2017-02-01T00:06:44.267|416_Station40_09012015_10x_000025.tif|816F297D-CDF1-4354-B8C3-1BCB29095F5D
